plant_part_name,ferc_acct,utility_id_pudl,plant_id_pudl,utility_name_ferc1,row_literal,utility_id_ferc1,report_year,spplmnt_num,row_number,row_seq,row_prvlg,acct_num,plant_balance,total_life_avg,net_salvage_rate,depreciation_annual_rate,survivor_curve_type,remaining_life_avg,common
Pulliam,311,365,503,Wisconsin Public Service Corporation,Line 22,195,2016,0,22,22,,311.00 Pulliam,24009000,90,-69,4.39,S0,0,
Weston,311,365,473,Wisconsin Public Service Corporation,Line 23,195,2016,0,23,23,,311.00 Weston,154393000,90,-47,3.28,S0,0,
Ash Site-CWA,311,365,,Wisconsin Public Service Corporation,Line 24,195,2016,0,24,24,,311.20Fly Ash Site-CWA,4447000,50,0,21.64,S2.5,0,
Columbia 1,312,365,123,Wisconsin Public Service Corporation,Line 25,195,2016,0,25,25,,312.00 Columbia 1,115422000,65,-18,2.51,R1,0,
Columbia Common,312,365,,Wisconsin Public Service Corporation,Line 26,195,2016,0,26,26,,312.00 Columbia Common,37878000,65,-18,2.26,R1,0,
Columbia 2,312,365,123,Wisconsin Public Service Corporation,Line 27,195,2016,0,27,27,,312.00 Columbia 2,111244000,65,-18,2.02,R1,0,
Edgewater,312,365,171,Wisconsin Public Service Corporation,Line 28,195,2016,0,28,28,,312.00 Edgewater,23043000,65,-13,3.54,R1,0,
Columbia 1 NOX,312,365,123,Wisconsin Public Service Corporation,Line 29,195,2016,0,29,29,,312.00 Columbia 1 NOX,4786000,10,0,18.2,SQ,0,
Columbia 2 NOX,312,365,123,Wisconsin Public Service Corporation,Line 30,195,2016,0,30,30,,312.00 Columbia 2 NOX,9531000,10,0,7.23,SQ,0,
Edgewater NOX,312,365,171,Wisconsin Public Service Corporation,Line 31,195,2016,0,31,31,,312.00 Edgewater NOX,7572000,10,0,10.56,SQ,0,
Pulliam,312,365,503,Wisconsin Public Service Corporation,Line 32,195,2016,0,32,32,,312.00 Pulliam,90452000,60,-19,3.49,R1,0,
Pulliam NOX,312,365,503,Wisconsin Public Service Corporation,Line 33,195,2016,0,33,33,,312.00 Pulliam NOX,2217000,10,0,10,SQ,0,
Weston,312,365,473,Wisconsin Public Service Corporation,Line 34,195,2016,0,34,34,,312.00 Weston,908918000,60,-5,2.59,R1,0,
Weston NOX,312,365,473,Wisconsin Public Service Corporation,Line 35,195,2016,0,35,35,,312.00 Weston NOX,29496000,10,0,9.33,SQ,0,
PulliamCmptrEqp,312,365,,Wisconsin Public Service Corporation,Line 36,195,2016,0,36,36,,312.30 PulliamCmptrEqp,2906000,18,0,4.55,S2,0,
Weston Cmptr Eq,312,365,473,Wisconsin Public Service Corporation,Line 37,195,2016,0,37,37,,312.30 Weston Cmptr Eq,23224000,18,0,6.18,S2,0,
Columbia Common,314,365,,Wisconsin Public Service Corporation,Line 38,195,2016,0,38,38,,314.00 Columbia Common,715000,70,-18,2.21,R2,0,
Columbia 1,314,365,123,Wisconsin Public Service Corporation,Line 39,195,2016,0,39,39,,314.00 Columbia 1,12657000,70,-18,2.93,R2,0,
Columbia 2,314,365,123,Wisconsin Public Service Corporation,Line 40,195,2016,0,40,40,,314.00 Columbia 2,20859000,70,-18,2.49,R2,0,
Edgewater,314,365,171,Wisconsin Public Service Corporation,Line 41,195,2016,0,41,41,,314.00 Edgewater,4670000,70,-13,2.94,R2,0,
Pulliam,314,365,503,Wisconsin Public Service Corporation,Line 42,195,2016,0,42,42,,314.00 Pulliam,12715000,65,-2,0.62,R2.5,0,
Weston,314,365,473,Wisconsin Public Service Corporation,Line 43,195,2016,0,43,43,,314.00 Weston,92383000,65,-3,1.95,R2.5,0,
Columbia 1,315,365,123,Wisconsin Public Service Corporation,Line 44,195,2016,0,44,44,,315.00 Columbia 1,14092000,55,-18,2.54,R1,0,
Columbia 2,315,365,123,Wisconsin Public Service Corporation,Line 45,195,2016,0,45,45,,315.00 Columbia 2,14858000,55,-18,2.27,R1,0,
Columbia Common,315,365,,Wisconsin Public Service Corporation,Line 46,195,2016,0,46,46,,315.00 Columbia Common,8724000,55,-18,1.76,R1,0,
Edgewater,315,365,171,Wisconsin Public Service Corporation,Line 47,195,2016,0,47,47,,315.00 Edgewater,1237000,55,-13,2.98,R1,0,
Pulliam,315,365,503,Wisconsin Public Service Corporation,Line 48,195,2016,0,48,48,,315.00 Pulliam,17130000,65,-11,2.54,R2.5,0,
Weston,315,365,473,Wisconsin Public Service Corporation,Line 49,195,2016,0,49,49,,315.00 Weston,71994000,65,-3,2.17,R2.5,0,
Columbia 1,316,365,123,Wisconsin Public Service Corporation,Line 50,195,2016,0,50,50,,316.00 Columbia 1,1312000,43,-18,2.95,S0.5,0,
Columbia Common,316,365,,Wisconsin Public Service Corporation,Line 12,195,2016,1,12,12,,316.00 Columbia Common,4331000,43,-18,2.2,S0.5,0,
Columbia 2,316,365,123,Wisconsin Public Service Corporation,Line 13,195,2016,1,13,13,,316.00 Columbia 2,1244000,43,-18,2.95,S0.5,0,
Edgewater,316,365,171,Wisconsin Public Service Corporation,Line 14,195,2016,1,14,14,,316.00 Edgewater,1591000,43,-13,4.28,S0.5,0,
Pulliam,316,365,503,Wisconsin Public Service Corporation,Line 15,195,2016,1,15,15,,316.00 Pulliam,5888000,45,-4,3.17,R1,0,
Weston,316,365,473,Wisconsin Public Service Corporation,Line 16,195,2016,1,16,16,,316.00 Weston,11540000,45,-8,2.47,R1,0,
0,331,365,,Wisconsin Public Service Corporation,Line 17,195,2016,1,17,17,,331,4894000,65,-410,18.13,S0,0,
0,332,365,,Wisconsin Public Service Corporation,Line 18,195,2016,1,18,18,,332,24245000,70,-25,2.85,R2.5,0,
0,333,365,,Wisconsin Public Service Corporation,Line 19,195,2016,1,19,19,,333,8879000,45,-26,6.22,R1.5,0,
0,334,365,,Wisconsin Public Service Corporation,Line 20,195,2016,1,20,20,,334,11693000,55,-8,3.52,R0.5,0,
0,335,365,,Wisconsin Public Service Corporation,Line 21,195,2016,1,21,21,,335,426000,55,-9,2.03,R2,0,
0,336,365,,Wisconsin Public Service Corporation,Line 22,195,2016,1,22,22,,336,16000,60,-13,1.97,R2,0,
Crane Creek,340,365,711,Wisconsin Public Service Corporation,Line 23,195,2016,1,23,23,,340.10 Crane Creek,3515000,30,0,3.33,SQ,0,
Fox,341,365,,Wisconsin Public Service Corporation,Line 24,195,2016,1,24,24,,341.00 Fox,34218000,50,-11,2.9,S3,0,
Crane Creek,341,365,711,Wisconsin Public Service Corporation,Line 25,195,2016,1,25,25,,341.00 Crane Creek,7301000,45,-96,6.63,S3,0,
Gas Turbines,341,365,9306,Wisconsin Public Service Corporation,Line 26,195,2016,1,26,26,,341.00 Gas Turbines,25486000,45,-4,2.8,S3,0,
Lincoln,341,365,,Wisconsin Public Service Corporation,Line 27,195,2016,1,27,27,,341.00 Lincoln,52000,45,-48,6.09,S3,0,
Fox,342,365,,Wisconsin Public Service Corporation,Line 28,195,2016,1,28,28,,342.00 Fox,36784000,55,-12,2.95,S2,0,
Gas Turbines,342,365,9306,Wisconsin Public Service Corporation,Line 29,195,2016,1,29,29,,342.00 Gas Turbines,5738000,55,-11,2.6,R3,0,
Fox,344,365,,Wisconsin Public Service Corporation,Line 30,195,2016,1,30,30,,344.00 Fox,311606000,30,-7,3.79,R1.5,0,
Crane Creek,344,365,711,Wisconsin Public Service Corporation,Line 31,195,2016,1,31,31,,344.00 Crane Creek,205837000,40,-3,3.6,R3,0,
Gas Turbines,344,365,9306,Wisconsin Public Service Corporation,Line 32,195,2016,1,32,32,,344.00 Gas Turbines,112763000,40,-1,2.7,R3,0,
Lincoln,344,365,,Wisconsin Public Service Corporation,Line 33,195,2016,1,33,33,,344.00 Lincoln,9982000,40,-8,4.09,R3,0,
Fox,345,365,,Wisconsin Public Service Corporation,Line 34,195,2016,1,34,34,,345.00 Fox,34997000,45,-10,3.25,S0.5,0,
Crane Creek,345,365,711,Wisconsin Public Service Corporation,Line 35,195,2016,1,35,35,,345.00 Crane Creek,23442000,40,-1,3.76,S0.5,0,
Gas Turbines,345,365,9306,Wisconsin Public Service Corporation,Line 36,195,2016,1,36,36,,345.00 Gas Turbines,13880000,40,-5,3.74,S0.5,0,
Lincoln,345,365,,Wisconsin Public Service Corporation,Line 37,195,2016,1,37,37,,345.00 Lincoln,210000,40,0,3.97,S0.5,0,
Fox,346,365,,Wisconsin Public Service Corporation,Line 38,195,2016,1,38,38,,346.00 Fox,777000,40,-7,3.11,R2.5,0,
Crane Creek,346,365,711,Wisconsin Public Service Corporation,Line 39,195,2016,1,39,39,,346.00 Crane Creek,1060000,40,-7,3.82,R2.5,0,
Gas Turbines,346,365,9306,Wisconsin Public Service Corporation,Line 40,195,2016,1,40,40,,346.00 Gas Turbines,548000,40,0,4.17,R2.5,0,
Lincoln,346,365,,Wisconsin Public Service Corporation,Line 41,195,2016,1,41,41,,346.00 Lincoln,39000,40,0,3.89,R2.5,0,
Land Rights,360,365,,Wisconsin Public Service Corporation,Line 42,195,2016,1,42,42,,360.20 Land Rights,359000,70,0,0.77,R3,0,
0,362,365,,Wisconsin Public Service Corporation,Line 43,195,2016,1,43,43,,362,132252000,48,-5,1.65,R2,0,
0,364,365,,Wisconsin Public Service Corporation,Line 44,195,2016,1,44,44,,364,170049000,50,-20,1.49,R1.5,0,
0,365,365,,Wisconsin Public Service Corporation,Line 45,195,2016,1,45,45,,365,132647000,38,-25,2.76,SC,0,
0,366,365,,Wisconsin Public Service Corporation,Line 46,195,2016,1,46,46,,366,7030000,55,0,1.43,R2,0,
0,367,365,,Wisconsin Public Service Corporation,Line 47,195,2016,1,47,47,,367,227881000,45,-5,2.08,R2,0,
0,368,365,,Wisconsin Public Service Corporation,Line 48,195,2016,1,48,48,,368,276928000,35,4,1.41,R1.5,0,
Overhead Serv,369,365,,Wisconsin Public Service Corporation,Line 49,195,2016,1,49,49,,369.10 Overhead Serv,18278000,50,-25,1.01,R1.5,0,
Undergroud Serv,369,365,,Wisconsin Public Service Corporation,Line 50,195,2016,1,50,50,,369.20 Undergroud Serv,188782000,55,-10,1.77,R2.5,0,
0,370,365,,Wisconsin Public Service Corporation,Line 12,195,2016,2,12,12,,370,27022000,25,0,6.09,R0.5,0,
AMR Devices,370,365,,Wisconsin Public Service Corporation,Line 13,195,2016,2,13,13,,370.20 AMR Devices,52541000,14,0,7.48,R3,0,
0,371,365,,Wisconsin Public Service Corporation,Line 14,195,2016,2,14,14,,371,8372000,26,-5,2.92,R1.5,0,
0,373,365,,Wisconsin Public Service Corporation,Line 15,195,2016,2,15,15,,373,13599000,44,-10,1.35,R1,0,
0,390,365,,Wisconsin Public Service Corporation,Line 16,195,2016,2,16,16,,390,2248000,50,-5,2.84,R1.5,0,
Offc Furn&Equip,391,365,,Wisconsin Public Service Corporation,Line 17,195,2016,2,17,17,,391.10 Offc Furn&Equip,640000,20,0,5,SQ,0,
Computers,391,365,,Wisconsin Public Service Corporation,Line 18,195,2016,2,18,18,,391.20 Computers,388000,5,0,20,SQ,0,
Data Handle Eqp,391,365,,Wisconsin Public Service Corporation,Line 19,195,2016,2,19,19,,391.30 Data Handle Eqp,799000,5,0,20,SQ,0,
0,394,365,,Wisconsin Public Service Corporation,Line 20,195,2016,2,20,20,,394,5061000,20,0,5,SQ,0,
0,395,365,,Wisconsin Public Service Corporation,Line 21,195,2016,2,21,21,,395,4811000,20,0,5,SQ,0,
Commun Equip,397,365,,Wisconsin Public Service Corporation,Line 22,195,2016,2,22,22,,397.00 Commun Equip,580000,12,0,8.33,SQ,0,
SCADA Equip,397,365,,Wisconsin Public Service Corporation,Line 23,195,2016,2,23,23,,397.30 SCADA Equip,7036000,10,0,2.94,SQ,0,
0,398,365,,Wisconsin Public Service Corporation,Line 24,195,2016,2,24,24,,398,55000,15,0,6.67,SQ,0,
0,301,366,,Wisconsin River Power Company,Line 12,196,2017,0,12,12,,301,6000,0,0,0,,0,
0,302,366,,Wisconsin River Power Company,Line 13,196,2017,0,13,13,,302,2020000,0,0,3.33,,0,
0,302,366,,Wisconsin River Power Company,Line 14,196,2017,0,14,14,,302.1,2215000,100,-321,9.43,,0,
0,331,366,,Wisconsin River Power Company,Line 15,196,2017,0,15,15,,331,18331000,100,-62,2.16,,0,
0,332,366,,Wisconsin River Power Company,Line 16,196,2017,0,16,16,,332,3466000,100,-4,0.98,,0,
0,333,366,,Wisconsin River Power Company,Line 17,196,2017,0,17,17,,333,4953000,100,2,0.61,,0,
0,334,366,,Wisconsin River Power Company,Line 18,196,2017,0,18,18,,334,749000,100,-27,1.77,,0,
0,335,366,,Wisconsin River Power Company,Line 19,196,2017,0,19,19,,335,33000,100,0,0.36,,0,
0,336,366,,Wisconsin River Power Company,Line 20,196,2017,0,20,20,,336,101000,17,-88,14.19,,0,
0,341,366,,Wisconsin River Power Company,Line 21,196,2017,0,21,21,,341,234000,17,-2,6.64,,0,
0,342,366,,Wisconsin River Power Company,Line 22,196,2017,0,22,22,,342,4389000,17,-1,6.24,,0,
0,344,366,,Wisconsin River Power Company,Line 23,196,2017,0,23,23,,344,1357000,17,1,6.07,,0,
0,345,366,,Wisconsin River Power Company,Line 24,196,2017,0,24,24,,345,1000,20,0,5,SQ,0,
0,391,366,,Wisconsin River Power Company,Line 25,196,2017,0,25,25,,391.1,7000,5,0,20,SQ,0,
0,391,366,,Wisconsin River Power Company,Line 26,196,2017,0,26,26,,391.21,385000,14,10,0.2,L3,0,
0,392,366,,Wisconsin River Power Company,Line 27,196,2017,0,27,27,,392.1,61000,22,10,0.81,S2.5,0,
0,392,366,,Wisconsin River Power Company,Line 28,196,2017,0,28,28,,392.2,575000,17,15,1.19,L2.5,0,
0,392,366,,Wisconsin River Power Company,Line 29,196,2017,0,29,29,,392.5,9000,12,0,8.33,SQ,0,
0,396,366,,Wisconsin River Power Company,Line 30,196,2017,0,30,30,,396,5000,15,0,6.67,SQ,0,
0,396,121,,Florida Power & Light Company,,56,2018,,,,,STEAM PRODUCTION PLANT,,,,,,,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,MANATEE STEAM PLANT,,,,,,,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,MANATEE COMMON,,,,,,,
MANATEE COMMON,311,121,349,Florida Power & Light Company,,56,2018,,,,,311 STRUCTURES AND IMPROVEMENTS,112114271,80,-1,3.17,R2 *,11.28,
MANATEE COMMON,312,121,349,Florida Power & Light Company,,56,2018,,,,,312 BOILER PLANT EQUIPMENT,7715628,50,-2,7.62,S0 *,11.13,
MANATEE COMMON,314,121,349,Florida Power & Light Company,,56,2018,,,,,314 TURBOGENERATOR UNITS,9652310,55,-1,2.02,R0.5 *,10.74,
MANATEE COMMON,315,121,349,Florida Power & Light Company,,56,2018,,,,,315 ACCESSORY ELECTRIC EQUIPMENT,9646848,65,-2,2.34,S0 *,10.86,
MANATEE COMMON,316,121,349,Florida Power & Light Company,,56,2018,,,,,316 MISCELLANEOUS POWER PLANT EQUIPMENT,2450703,65,-1,2.08,R0.5 *,10.92,
0,316,121,,Florida Power & Light Company,,56,2018,,,,,TOTAL MANATEE COMMON,141579760,,,3.26,,11.21,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,MANATEE UNIT 1,,,,,,,
MANATEE UNIT 1,311,121,349,Florida Power & Light Company,,56,2018,,,,,311 STRUCTURES AND IMPROVEMENTS,6836328,80,-1,1.74,R2 *,11.12,
MANATEE UNIT 1,312,121,349,Florida Power & Light Company,,56,2018,,,,,312 BOILER PLANT EQUIPMENT,181481969,50,-2,4.64,S0 *,10.89,
MANATEE UNIT 1,314,121,349,Florida Power & Light Company,,56,2018,,,,,314 TURBOGENERATOR UNITS,72660531,55,-1,4.03,R0.5 *,10.86,
MANATEE UNIT 1,315,121,349,Florida Power & Light Company,,56,2018,,,,,315 ACCESSORY ELECTRIC EQUIPMENT,14261784,65,-2,4.11,S0 *,11.12,
MANATEE UNIT 1,316,121,349,Florida Power & Light Company,,56,2018,,,,,316 MISCELLANEOUS POWER PLANT EQUIPMENT,3924407,65,-1,3.91,R0.5 *,10.97,
0,316,121,,Florida Power & Light Company,,56,2018,,,,,TOTAL MANATEE UNIT 1,279165019,,,4.37,,10.9,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,MANATEE UNIT 2,,,,,,,
MANATEE UNIT 2,311,121,349,Florida Power & Light Company,,56,2018,,,,,311 STRUCTURES AND IMPROVEMENTS,4986744,80,-1,1.83,R2 *,11.15,
MANATEE UNIT 2,312,121,349,Florida Power & Light Company,,56,2018,,,,,312 BOILER PLANT EQUIPMENT,183957418,50,-2,4.99,S0 *,10.92,
MANATEE UNIT 2,314,121,349,Florida Power & Light Company,,56,2018,,,,,314 TURBOGENERATOR UNITS,70765381,55,-1,3.72,R0.5 *,10.85,
MANATEE UNIT 2,315,121,349,Florida Power & Light Company,,56,2018,,,,,315 ACCESSORY ELECTRIC EQUIPMENT,12273816,65,-2,4.48,S0 *,11.14,
MANATEE UNIT 2,316,121,349,Florida Power & Light Company,,56,2018,,,,,316 MISCELLANEOUS POWER PLANT EQUIPMENT,3453782,65,-1,4.79,R0.5 *,10.99,
0,316,121,,Florida Power & Light Company,,56,2018,,,,,TOTAL MANATEE UNIT 2,275437142,,,4.58,,10.92,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,TOTAL MANATEE STEAM PLANT,696181920,,,4.23,,10.96,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,MARTIN STEAM PLANT,,,,,,,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,MARTIN COMMON,,,,,,,
MARTIN COMMON,311,121,371,Florida Power & Light Company,,56,2018,,,,,311 STRUCTURES AND IMPROVEMENTS,241950141,80,-1,2.52,R2 *,14.04,
MARTIN COMMON,312,121,371,Florida Power & Light Company,,56,2018,,,,,312 BOILER PLANT EQUIPMENT,7068506,50,-2,4.45,S0 *,13.57,
MARTIN COMMON,314,121,371,Florida Power & Light Company,,56,2018,,,,,314 TURBOGENERATOR UNITS,27474257,55,-1,3.48,R0.5 *,13.43,
MARTIN COMMON,315,121,371,Florida Power & Light Company,,56,2018,,,,,315 ACCESSORY ELECTRIC EQUIPMENT,10295313,65,-2,3.57,S0 *,13.78,
MARTIN COMMON,316,121,371,Florida Power & Light Company,,56,2018,,,,,316 MISCELLANEOUS POWER PLANT EQUIPMENT,3888459,65,-1,3.79,R0.5 *,13.67,
0,316,121,,Florida Power & Light Company,,56,2018,,,,,TOTAL MARTIN COMMON,290676676,,,2.72,,13.93,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,MARTIN PIPELINE,,,,,,,
MARTIN PIPELINE,312,121,,Florida Power & Light Company,,56,2018,,,,,312 BOILER PLANT EQUIPMENT,370942,50,0,0,S0 *,13.04,
0,312,121,,Florida Power & Light Company,,56,2018,,,,,TOTAL MARTIN PIPELINE,370942,,,0,,,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,MARTIN UNIT 1,,,,,,,
MARTIN UNIT 1,311,121,371,Florida Power & Light Company,,56,2018,,,,,311 STRUCTURES AND IMPROVEMENTS,16404681,80,-1,2.68,R2 *,14.03,
MARTIN UNIT 1,312,121,371,Florida Power & Light Company,,56,2018,,,,,312 BOILER PLANT EQUIPMENT,212830965,50,-2,4.53,S0 *,13.44,
MARTIN UNIT 1,314,121,371,Florida Power & Light Company,,56,2018,,,,,314 TURBOGENERATOR UNITS,90120383,55,-1,3.35,R0.5 *,13.44,
MARTIN UNIT 1,315,121,371,Florida Power & Light Company,,56,2018,,,,,315 ACCESSORY ELECTRIC EQUIPMENT,24391137,65,-2,3.12,S0 *,13.72,
MARTIN UNIT 1,316,121,371,Florida Power & Light Company,,56,2018,,,,,316 MISCELLANEOUS POWER PLANT EQUIPMENT,3594165,65,-1,3.81,R0.5 *,13.67,
0,316,121,,Florida Power & Light Company,,56,2018,,,,,TOTAL MARTIN UNIT 1,347341330,,,4.03,,13.48,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,MARTIN UNIT 2,,,,,,,
MARTIN UNIT 2,311,121,371,Florida Power & Light Company,,56,2018,,,,,311 STRUCTURES AND IMPROVEMENTS,11266842,80,-1,2.39,R2 *,13.98,
MARTIN UNIT 2,312,121,371,Florida Power & Light Company,,56,2018,,,,,312 BOILER PLANT EQUIPMENT,215154508,50,-2,4.64,S0 *,13.48,
MARTIN UNIT 2,314,121,371,Florida Power & Light Company,,56,2018,,,,,314 TURBOGENERATOR UNITS,82856949,55,-1,4.79,R0.5 *,13.52,
MARTIN UNIT 2,315,121,371,Florida Power & Light Company,,56,2018,,,,,315 ACCESSORY ELECTRIC EQUIPMENT,23045156,65,-2,3.56,S0 *,13.83,
MARTIN UNIT 2,316,121,371,Florida Power & Light Company,,56,2018,,,,,316 MISCELLANEOUS POWER PLANT EQUIPMENT,3280816,65,-1,4.31,R0.5 *,13.71,
0,316,121,,Florida Power & Light Company,,56,2018,,,,,TOTAL MARTIN UNIT 2,335604270,,,4.53,,13.52,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,TOTAL MARTIN STEAM PLANT,973993219,,,3.81,,13.59,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,SCHERER STEAM PLANT,,,,,,,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,SCHERER COAL CARS,,,,,,,
SCHERER COAL CARS,312,121,,Florida Power & Light Company,,56,2018,,,,,312 BOILER PLANT EQUIPMENT,33149442,50,0,0,S0 *,19.25,
0,312,121,,Florida Power & Light Company,,56,2018,,,,,TOTAL SCHERER COAL CARS,33149442,,,0,,19.25,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,SCHERER COMMON,,,,,,,
SCHERER COMMON,311,121,,Florida Power & Light Company,,56,2018,,,,,311 STRUCTURES AND IMPROVEMENTS,39391667,80,-1,1.51,R2 *,21.6,
SCHERER COMMON,312,121,,Florida Power & Light Company,,56,2018,,,,,312 BOILER PLANT EQUIPMENT,25844055,50,-4,2.23,S0 *,19.34,
SCHERER COMMON,314,121,,Florida Power & Light Company,,56,2018,,,,,314 TURBOGENERATOR UNITS,4336718,55,-1,2.08,R0.5 *,19.91,
SCHERER COMMON,315,121,,Florida Power & Light Company,,56,2018,,,,,315 ACCESSORY ELECTRIC EQUIPMENT,1226257,65,-4,1.72,S0 *,20.22,
SCHERER COMMON,316,121,,Florida Power & Light Company,,56,2018,,,,,316 MISCELLANEOUS POWER PLANT EQUIPMENT,3659825,65,-1,1.8,R0.5 *,20.49,
0,316,121,,Florida Power & Light Company,,56,2018,,,,,TOTAL SCHERER COMMON,74458521,,,1.81,,20.5,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,SCHERER COMMON UNIT 3 AND 4,,,,,,,
SCHERER COMMON UNIT 3 AND 4,311,121,529,Florida Power & Light Company,,56,2018,,,,,311 STRUCTURES AND IMPROVEMENTS,2999449,80,-1,1.44,R2 *,21.56,
SCHERER COMMON UNIT 3 AND 4,312,121,529,Florida Power & Light Company,,56,2018,,,,,312 BOILER PLANT EQUIPMENT,22335968,50,-4,2.32,S0 *,19.59,
SCHERER COMMON UNIT 3 AND 4,314,121,529,Florida Power & Light Company,,56,2018,,,,,314 TURBOGENERATOR UNITS,2831158,55,-1,3.09,R0.5 *,20.55,
SCHERER COMMON UNIT 3 AND 4,315,121,529,Florida Power & Light Company,,56,2018,,,,,315 ACCESSORY ELECTRIC EQUIPMENT,2818575,65,-4,3.01,S0 *,21.48,
0,315,121,,Florida Power & Light Company,,56,2018,,,,,TOTAL SCHERER COMMON UNIT 3 AND 4,30985149,,,2.37,,20.07,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,SCHERER UNIT 4,,,,,,,
SCHERER UNIT 4,311,121,529,Florida Power & Light Company,,56,2018,,,,,311 STRUCTURES AND IMPROVEMENTS,159104427,80,-1,2.3,R2 *,21.89,
SCHERER UNIT 4,312,121,529,Florida Power & Light Company,,56,2018,,,,,312 BOILER PLANT EQUIPMENT,671515648,50,-4,2.79,S0 *,20.16,
SCHERER UNIT 4,314,121,529,Florida Power & Light Company,,56,2018,,,,,314 TURBOGENERATOR UNITS,122853491,55,-1,1.89,R0.5 *,19.88,
SCHERER UNIT 4,315,121,529,Florida Power & Light Company,,56,2018,,,,,315 ACCESSORY ELECTRIC EQUIPMENT,49374419,65,-4,2.49,S0 *,20.96,
SCHERER UNIT 4,316,121,529,Florida Power & Light Company,,56,2018,,,,,316 MISCELLANEOUS POWER PLANT EQUIPMENT,5117266,65,-1,1.88,R0.5 *,20.62,
0,316,121,,Florida Power & Light Company,,56,2018,,,,,TOTAL SCHERER UNIT 4,1007965252,,,2.59,,20.44,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,TOTAL SCHERER STEAM PLANT,1146558365,,,2.45,,20.43,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,SJRPP STEAM PLANT,,,,,,,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,SJRPP COAL AND LIMESTONE,,,,,,,
SJRPP COAL AND LIMESTONE,311,121,,Florida Power & Light Company,,56,2018,,,,,311 STRUCTURES AND IMPROVEMENTS,3562391,80,-1,1.58,R2 *,20.48,
SJRPP COAL AND LIMESTONE,312,121,,Florida Power & Light Company,,56,2018,,,,,312 BOILER PLANT EQUIPMENT,30883389,50,-4,2.25,S0 *,18,
SJRPP COAL AND LIMESTONE,315,121,,Florida Power & Light Company,,56,2018,,,,,315 ACCESSORY ELECTRIC EQUIPMENT,3773252,65,-4,1.71,S0 *,19.17,
SJRPP COAL AND LIMESTONE,316,121,,Florida Power & Light Company,,56,2018,,,,,316 MISCELLANEOUS POWER PLANT EQUIPMENT,300302,65,-1,1.64,R0.5 *,19.33,
0,316,121,,Florida Power & Light Company,,56,2018,,,,,TOTAL SJRPP COAL AND LIMESTONE,38519334,,,2.13,,18.3,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,SJRPP COAL CARS,,,,,,,
SJRPP COAL CARS,312,121,,Florida Power & Light Company,,56,2018,,,,,312 BOILER PLANT EQUIPMENT,52105,50,0,0,S0 *,17.84,
0,312,121,,Florida Power & Light Company,,56,2018,,,,,TOTAL SJRPP COAL CARS,52105,,,0,,17.84,
0,0,121,,Florida Power & Light Company,,56,2018,,,,,SJRPP COMMON,,,,,,,
SJRPP COMMON,311,121,,Florida Power & Light Company,,56,2018,,,,,311 STRUCTURES AND IMPROVEMENTS,33146529,80,-1,1.09,R2 *,20.54,
SJRPP COMMON,312,121,,Florida Power & Light Company,,56,2018,,,,,312 BOILER PLANT EQUIPMENT,3694843,50,-4,1.44,S0 *,18.22,
SJRPP COMMON,314,121,,Florida Power & Light Company,,56,2018,,,,,314 TURBOGENERATOR UNITS,2497878,55,-1,1.25,R0.5 *,18.75,
SJRPP COMMON,315,121,,Florida Power & Light Company,,56,2018,,,,,315 ACCESSORY ELECTRIC EQUIPMENT,5833698,65,-4,1.3,S0 *,19.27,
